6.87 , 2.53 , 2.77 , 6.37 , 6.4 , 7.07 , 5.48 , 4.2 , 2.05 , 0.73 , 0 , 2.2 , 2.15 , 0.03 , 2.23 , 3.15 , 6.92 , 6.62 , 0.22 , 0.62 , 0.08 , 0 , 0.07 , 0.62 , 0.08 , 0.78 , 0.58 , 2.12 , 4.2 , 3.62 , 4.22 , 4.68 , 5.88 , 5.8 , 5.65 , 0.82 , 0.5 , 2.3 , 3.05 , 5.48 , 4.88 , 5.95 , 4.8 , 3.55 , 3.3 , 3.17 , 2.88 , 2.2 , 7.62 , 5 , 0 , 
8.58 , 3.25 , 0.98 , 8.1 , 8.12 , 8.78 , 7.22 , 5.92 , 3.77 , 3.467 , 2.23 , 0 , 3 , 2.2 , 3.4 , 4.92 , 8.67 , 8.37 , 0.32 , 0.7 , 0.42 , 2.23 , 2.37 , 2.35 , 2.85 , 3.52 , 2.32 , 3.88 , 5.93 , 5.37 , 5.98 , 6.42 , 7.62 , 7.57 , 7.4 , 2.67 , 0.73 , 4.07 , 4.78 , 7.23 , 6.65 , 7.57 , 6.53 , 5.3 , 5.07 , 4.78 , 4.48 , 3.37 , 9.35 , 6.6 , 0 , 
6.7 , 0.75 , 3.532 , 6.67 , 6.25 , 6.9 , 5.33 , 4.05 , 0.9 , 2.8 , 2.17 , 2.98 , 0 , 2.55 , 3.75 , 3.9 , 6.77 , 6.87 , 0.98 , 2.05 , 0.8 , 2.17 , 2.73 , 0.68 , 2.18 , 0.57 , 0.65 , 3.22 , 4.03 , 4.72 , 4.47 , 4.52 , 5.72 , 6.05 , 5.5 , 0.38 , 2.28 , 2.23 , 2.88 , 5.73 , 5.13 , 7.2 , 4.63 , 4.3 , 4.4 , 4.52 , 4.82 , 3.73 , 7.45 , 6.25 , 0 , 
7.88 , 2.93 , 2.73 , 7.4 , 7.43 , 8.1 , 6.52 , 5.23 , 3.08 , 2.75 , 0.05 , 2.2 , 2.57 , 0 , 0.28 , 4.18 , 7.95 , 7.65 , 0.22 , 0.6 , 0.08 , 0.05 , 0.83 , 0.65 , 2.12 , 2.82 , 0.62 , 3.15 , 5.23 , 4.48 , 5.25 , 5.72 , 6.9 , 6.83 , 6.68 , 2.23 , 0.5 , 3.33 , 4.08 , 6.52 , 5.92 , 6.03 , 5.83 , 4.58 , 4.33 , 3.25 , 2.97 , 0.25 , 8.65 , 5.07 , 0 , 
9.08 , 4.12 , 3.93 , 8.6 , 8.63 , 9.3 , 7.72 , 6.43 , 4.28 , 3.95 , 2.25 , 3.38 , 3.77 , 0.28 , 0 , 5.38 , 9.15 , 8.83 , 2.4 , 0.8 , 2.27 , 2.25 , 2.03 , 2.83 , 3.3 , 4 , 2.82 , 4.33 , 6.42 , 5.67 , 6.43 , 6.9 , 8.1 , 8 , 7.88 , 3.43 , 2.68 , 4.52 , 5.27 , 7.7 , 7.12 , 7.22 , 7 , 5.77 , 5.52 , 4.45 , 4.15 , 0.1 , 9.83 , 6.27 , 0 , 
4.48 , 3.17 , 5.45 , 3.37 , 3.97 , 4.62 , 3.38 , 2.45 , 2.08 , 0.45 , 3.13 , 4.88 , 3.92 , 4.17 , 5.37 , 0 , 4.25 , 3.57 , 3.88 , 3.77 , 3.7 , 3.13 , 4.18 , 2.58 , 2.07 , 2.43 , 2.58 , 0.03 , 2.43 , 2.52 , 0.17 , 2.05 , 3.48 , 2.75 , 3.27 , 3.92 , 4.18 , 0.7 , 0.78 , 2.43 , 0.85 , 5 , 3.03 , 0.5 , 0.27 , 3.93 , 4.7 , 5.35 , 5.17 , 4.05 , 0 , 
2.15 , 6.03 , 9.2 , 3.6 , 0.68 , 0.25 , 2.38 , 2.83 , 4.95 , 5.6 , 6.93 , 8.65 , 6.78 , 7.97 , 9.17 , 4.23 , 0 , 2.2 , 7.67 , 7.55 , 7.48 , 6.93 , 7.98 , 6.35 , 6.17 , 5.3 , 6.35 , 5.13 , 2.83 , 6.62 , 3.23 , 2.68 , 0.22 , 2.97 , 0.47 , 6.78 , 7.95 , 5.33 , 4 , 0.95 , 2.48 , 9.12 , 3.15 , 4.5 , 5.37 , 8.03 , 8.82 , 9.13 , 0.55 , 8.15 , 0 , 
3.33 , 6.13 , 8.92 , 0.83 , 2.23 , 2.9 , 3.25 , 3.4 , 5.05 , 4.92 , 6.58 , 8.32 , 6.88 , 7.62 , 8.8 , 3.57 , 2.17 , 0 , 7.33 , 7.2 , 7.13 , 6.58 , 7.62 , 6 , 5.5 , 5.4 , 6 , 4.47 , 3.4 , 5.95 , 2.57 , 3.13 , 2.25 , 0.22 , 2.5 , 6.88 , 7.62 , 4.67 , 4.58 , 2.05 , 2.35 , 7.3 , 3.92 , 3.85 , 4.7 , 7.37 , 8.15 , 8.78 , 3.47 , 7.52 , 0 , 
7.58 , 2.37 , 0.85 , 7.12 , 7.13 , 7.8 , 6.22 , 4.93 , 2.78 , 2.47 , 0.23 , 0.25 , 2 , 0.2 , 2.4 , 3.92 , 7.67 , 7.38 , 0 , 0.7 , 0.42 , 0.23 , 0.38 , 0.35 , 0.85 , 2.53 , 0.32 , 2.88 , 4.93 , 4.37 , 4.98 , 5.42 , 6.62 , 6.57 , 6.4 , 0.67 , 0.55 , 3.07 , 3.782 , 6.25 , 5.65 , 6.57 , 5.53 , 4.32 , 4.07 , 3.78 , 3.5 , 2.37 , 8.35 , 5.62 , 0 , 
7.48 , 2.42 , 2.23 , 6.98 , 7.03 , 7.68 , 6.12 , 4.82 , 2.68 , 2.35 , 0.63 , 0.68 , 2.07 , 0.6 , 0.8 , 3.78 , 7.55 , 7.25 , 0.7 , 0 , 0.57 , 0.63 , 0.78 , 0.25 , 0.72 , 2.42 , 0.22 , 2.75 , 4.83 , 4.27 , 4.85 , 5.32 , 6.52 , 6.43 , 6.28 , 0.73 , 0 , 2.93 , 3.68 , 6.12 , 5.52 , 5.97 , 5.43 , 4.18 , 3.93 , 3.18 , 2.9 , 0.78 , 8.25 , 5 , 0 , 
7.4 , 2.17 , 0.95 , 6.93 , 6.95 , 7.6 , 6.03 , 4.75 , 2.6 , 2.282 , 0.08 , 0.42 , 0.8 , 0.08 , 2.27 , 3.7 , 7.48 , 7.13 , 0.42 , 0.57 , 0 , 0.08 , 0.23 , 0.18 , 0.68 , 2.35 , 0.15 , 2.72 , 4.77 , 4.2 , 4.82 , 5.25 , 6.45 , 6.4 , 6.23 , 0.5 , 0.68 , 2.9 , 3.62 , 6.07 , 5.48 , 6.42 , 5.37 , 4.13 , 3.9 , 3.65 , 3.35 , 2.23 , 8.18 , 5.47 , 0 , 
6.87 , 2.53 , 2.77 , 6.37 , 6.4 , 7.07 , 5.48 , 4.2 , 2.05 , 0.73 , 0 , 2.23 , 2.17 , 0.05 , 2.25 , 3.13 , 6.93 , 6.58 , 0.23 , 0.63 , 0.08 , 0 , 0.07 , 0.62 , 0.08 , 0.78 , 0.58 , 2.12 , 4.2 , 3.62 , 4.22 , 4.68 , 5.88 , 5.8 , 5.65 , 0.82 , 0.5 , 2.3 , 3.05 , 5.48 , 4.88 , 5.95 , 4.8 , 3.55 , 3.3 , 3.17 , 2.88 , 2.2 , 7.62 , 5 , 0 , 
7.9 , 3.1 , 2.9 , 7.42 , 7.45 , 8.1 , 6.53 , 5.25 , 3.1 , 2.77 , 0.07 , 2.37 , 2.73 , 0.83 , 2.03 , 4.18 , 7.98 , 7.62 , 0.38 , 0.78 , 0.27 , 0.07 , 0 , 0.67 , 2.13 , 2.83 , 0.63 , 3.17 , 5.25 , 3.65 , 5.27 , 5.73 , 6.92 , 6.85 , 6.7 , 2.42 , 0.68 , 3.35 , 4.1 , 6.52 , 5.93 , 5.22 , 5.85 , 4.6 , 4.35 , 2.43 , 2.13 , 2.03 , 8.67 , 4.25 , 0 , 
6.28 , 0.95 , 2.88 , 5.8 , 5.82 , 6.48 , 4.92 , 3.62 , 0.47 , 0.17 , 0.62 , 2.35 , 0.68 , 0.65 , 2.83 , 2.58 , 6.35 , 6 , 0.35 , 0.25 , 0.15 , 0.62 , 0.65 , 0 , 0.52 , 0.2 , 0.03 , 0.55 , 3.62 , 3.05 , 3.65 , 4.1 , 5.3 , 5.23 , 5.07 , 0.33 , 0.63 , 0.73 , 2.47 , 4.92 , 4.33 , 5.53 , 4.22 , 2.98 , 2.73 , 2.87 , 3.17 , 2.82 , 7.03 , 4.58 , 0 , 
6.43 , 2.17 , 3.38 , 5.3 , 5.88 , 6.55 , 5.07 , 3.78 , 0.68 , 0.65 , 0.08 , 2.85 , 2.18 , 2.12 , 3.3 , 2.07 , 6.17 , 5.5 , 0.85 , 0.72 , 0.65 , 0.08 , 2.12 , 0.52 , 0 , 0.38 , 0.52 , 0.03 , 3.77 , 2.53 , 3.13 , 4 , 5.45 , 4.72 , 5.23 , 0.83 , 2.12 , 0.22 , 2.62 , 4.4 , 3.82 , 5 , 4.37 , 2.47 , 2.22 , 2.35 , 2.63 , 3.28 , 7.13 , 4.07 , 0 , 
5.22 , 0.83 , 4.05 , 5.18 , 4.77 , 5.43 , 3.85 , 2.58 , 0.38 , 0.35 , 0.78 , 3.52 , 0.57 , 2.82 , 4 , 2.43 , 5.3 , 5.4 , 2.53 , 2.42 , 2.32 , 0.78 , 2.82 , 0.2 , 0.4 , 0 , 0.2 , 0.73 , 2.55 , 3.22 , 2.98 , 3.03 , 4.23 , 4.57 , 4 , 0.55 , 2.8 , 0.73 , 0.4 , 4.23 , 3.65 , 5.72 , 3.15 , 2.8 , 2.92 , 3.73 , 4.03 , 3.98 , 5.97 , 4.75 , 0 , 
6.28 , 0.97 , 2.85 , 5.82 , 5.83 , 6.48 , 4.92 , 3.63 , 0.48 , 0.17 , 0.58 , 2.32 , 0.65 , 0.62 , 2.82 , 2.58 , 6.35 , 6 , 0.32 , 0.22 , 0.12 , 0.58 , 0.63 , 0.03 , 0.53 , 0.2 , 0 , 0.57 , 3.62 , 3.05 , 3.67 , 4.1 , 5.3 , 5.25 , 5.08 , 0.3 , 0.6 , 0.75 , 2.47 , 4.92 , 4.33 , 5.55 , 4.22 , 2.98 , 2.75 , 2.87 , 3.17 , 2.8 , 7.03 , 4.58 , 0 , 
5.38 , 2.5 , 4.42 , 4.27 , 4.85 , 5.52 , 4.28 , 3.35 , 0.48 , 0.42 , 2.12 , 3.88 , 3.22 , 3.15 , 4.33 , 0.03 , 5.13 , 4.47 , 2.88 , 2.75 , 2.68 , 2.12 , 3.15 , 0.55 , 0.05 , 0.73 , 0.55 , 0 , 3.32 , 0.5 , 2.05 , 2.93 , 4.37 , 3.63 , 4.15 , 2.87 , 3.15 , 0 , 2.4 , 3.32 , 2.73 , 3.98 , 3.92 , 0.43 , 0.18 , 2.9 , 3.68 , 4.32 , 6.05 , 3.03 , 0 , 
2.77 , 3.32 , 6.47 , 3.32 , 2.3 , 2.97 , 0.33 , 0 , 2.22 , 3.15 , 4.2 , 5.93 , 4.03 , 5.23 , 6.42 , 2.43 , 2.83 , 3.4 , 4.93 , 4.83 , 4.75 , 4.2 , 5.25 , 3.62 , 3.78 , 2.58 , 3.63 , 3.35 , 0 , 4.85 , 0.45 , 0.6 , 0.78 , 2.73 , 0.57 , 4.05 , 5.22 , 2.65 , 0.28 , 0.87 , 0.45 , 7.33 , 0.63 , 2.73 , 3.58 , 6.13 , 6.42 , 6.4 , 3.53 , 6.38 , 0 , 
6.87 , 3.98 , 5.9 , 5.75 , 6.35 , 7 , 5.77 , 4.85 , 2.97 , 0.92 , 3.62 , 5.37 , 4.72 , 4.48 , 5.67 , 2.52 , 6.62 , 5.95 , 4.37 , 4.27 , 4.15 , 3.6 , 3.63 , 3.03 , 2.52 , 3.22 , 3.03 , 0.48 , 4.8 , 0 , 3.53 , 4.4 , 5.85 , 5.12 , 5.63 , 4.33 , 4.63 , 2.47 , 3.87 , 4.8 , 4.2 , 2.58 , 5.4 , 2.9 , 2.65 , 0.47 , 2.43 , 5.62 , 7.52 , 0.62 , 0 , 
3.48 , 3.75 , 6.52 , 2.35 , 2.95 , 3.6 , 2.38 , 0.45 , 2.65 , 2.52 , 4.22 , 5.98 , 4.47 , 5.25 , 6.43 , 0.17 , 3.23 , 2.57 , 4.98 , 4.85 , 4.82 , 4.22 , 5.27 , 3.65 , 3.13 , 2.98 , 3.67 , 2.05 , 0.45 , 3.53 , 0 , 0.03 , 2.47 , 0.73 , 2.25 , 4.47 , 5.2 , 2.25 , 0.73 , 0.42 , 0.83 , 6.03 , 2 , 0.43 , 2.28 , 4.95 , 5.73 , 6.37 , 4.15 , 5.07 , 0 , 
2.6 , 3.8 , 6.95 , 2.93 , 2.15 , 2.82 , 0.52 , 0.6 , 2.7 , 3.4 , 4.68 , 6.42 , 4.52 , 5.72 , 6.9 , 2.05 , 2.68 , 3.13 , 5.42 , 5.32 , 5.25 , 4.68 , 5.73 , 4.1 , 4 , 3.03 , 4.1 , 2.93 , 0.6 , 4.4 , 0.05 , 0 , 0.62 , 2.33 , 0.4 , 4.53 , 5.7 , 3.12 , 0.77 , 0.65 , 0.07 , 6.93 , 0.18 , 2.33 , 3.2 , 5.87 , 6.63 , 6.88 , 3.35 , 5.98 , 0 , 
0.22 , 5 , 8.15 , 3.4 , 0.68 , 0.33 , 0.35 , 0.78 , 3.9 , 4.83 , 5.88 , 7.62 , 5.72 , 6.9 , 8.1 , 3.48 , 0.22 , 2.25 , 6.62 , 6.52 , 6.45 , 5.88 , 6.92 , 5.3 , 5.45 , 4.23 , 5.3 , 4.37 , 0.78 , 5.85 , 2.52 , 0.63 , 0 , 2.78 , 0.42 , 5.73 , 6.92 , 4.33 , 2.97 , 0.23 , 0.77 , 8.4 , 2.1 , 3.78 , 4.65 , 7.32 , 8.12 , 8.1 , 0.92 , 7.43 , 0 , 
3.85 , 5.33 , 8.1 , 0.63 , 2.8 , 3.45 , 3.55 , 2.73 , 4.23 , 4.1 , 5.8 , 7.57 , 6.05 , 6.83 , 8 , 2.75 , 2.97 , 0.22 , 6.57 , 6.43 , 6.4 , 5.8 , 6.85 , 5.23 , 4.72 , 4.57 , 5.25 , 3.63 , 2.73 , 5.12 , 0.75 , 2.32 , 2.78 , 0 , 2.92 , 6.07 , 6.8 , 3.85 , 3.43 , 0.83 , 0.53 , 7.33 , 3.32 , 3.03 , 3.88 , 6.55 , 7.33 , 7.97 , 4 , 6.67 , 0 , 
0.38 , 4.77 , 7.93 , 3.52 , 0.93 , 0.6 , 0.12 , 0.57 , 3.67 , 4.62 , 5.65 , 7.4 , 5.5 , 6.68 , 7.88 , 3.27 , 0.47 , 2.5 , 6.4 , 6.28 , 6.23 , 5.65 , 6.7 , 5.07 , 5.23 , 4 , 5.08 , 4.15 , 0.57 , 5.63 , 2.28 , 0.4 , 0.42 , 2.92 , 0 , 5.5 , 6.68 , 4.1 , 2.73 , 0.12 , 0.65 , 8.17 , 0.87 , 3.55 , 4.42 , 7.08 , 7.88 , 7.87 , 2.15 , 7.2 , 0 , 
6.7 , 0.75 , 3.2 , 6.67 , 6.25 , 6.9 , 5.33 , 4.05 , 0.9 , 2.467 , 0.82 , 2.67 , 0.38 , 2.23 , 3.43 , 3.92 , 6.78 , 6.88 , 0.67 , 0.73 , 0.5 , 0.82 , 2.42 , 0.33 , 0.83 , 0.55 , 0.3 , 2.87 , 4.05 , 4.33 , 4.47 , 4.53 , 5.72 , 6.05 , 5.5 , 0 , 0.93 , 2.23 , 2.9 , 5.73 , 5.15 , 6.85 , 4.65 , 4.3 , 4.05 , 4.18 , 4.47 , 3.38 , 7.47 , 5.9 , 0 , 
7.88 , 2.57 , 0.28 , 7.42 , 7.43 , 8.08 , 6.52 , 5.22 , 3.07 , 2.77 , 0.5 , 0.73 , 2.28 , 0.5 , 2.68 , 4.18 , 7.95 , 7.62 , 0.55 , 0 , 0.68 , 0.5 , 0.68 , 0.63 , 2.12 , 2.8 , 0.6 , 3.15 , 5.22 , 4.63 , 5.28 , 5.72 , 6.92 , 6.87 , 6.7 , 0.97 , 0 , 3.37 , 4.1 , 6.55 , 5.95 , 6.87 , 5.85 , 4.62 , 4.37 , 4.08 , 3.8 , 2.68 , 8.67 , 5.92 , 0 , 
5.3 , 0.5 , 4.6 , 4.47 , 4.85 , 5.5 , 3.93 , 2.65 , 0.5 , 0.6 , 2.3 , 4.07 , 2.23 , 3.33 , 4.52 , 0.7 , 5.33 , 4.67 , 3.07 , 2.93 , 2.9 , 2.3 , 3.35 , 0.73 , 0.22 , 0.73 , 0.75 , 0 , 2.65 , 2.47 , 2.25 , 3.12 , 4.32 , 3.83 , 4.08 , 2.23 , 3.33 , 0 , 0.48 , 3.52 , 2.92 , 4.97 , 3.23 , 2.07 , 2.17 , 3.55 , 3.85 , 4.48 , 6.05 , 4 , 0 , 
3.93 , 2.17 , 5.32 , 4.05 , 3.48 , 4.15 , 2.57 , 0.28 , 0.07 , 2 , 3.05 , 4.78 , 2.88 , 4.08 , 5.27 , 0.78 , 4 , 4.58 , 3.782 , 3.68 , 3.62 , 3.05 , 4.1 , 2.47 , 2.62 , 0.4 , 2.47 , 2.4 , 0.28 , 3.87 , 0.73 , 0.78 , 2.98 , 3.45 , 2.77 , 2.9 , 4.07 , 0.5 , 0 , 3.07 , 2.65 , 6.38 , 0.9 , 2.17 , 2.9 , 4.98 , 5.27 , 5.25 , 4.72 , 5.43 , 0 , 
2.27 , 5 , 7.77 , 2.43 , 0.67 , 2.32 , 0.7 , 0.87 , 3.9 , 3.78 , 5.48 , 7.23 , 5.73 , 6.52 , 7.7 , 2.43 , 0.95 , 2.05 , 6.25 , 6.12 , 6.07 , 5.48 , 6.52 , 4.92 , 4.4 , 4.23 , 4.92 , 3.32 , 0.87 , 4.8 , 0.43 , 0.63 , 0.23 , 0.83 , 0.1 , 5.75 , 6.48 , 3.53 , 3.05 , 0 , 0.7 , 7.32 , 2.37 , 2.72 , 3.57 , 6.23 , 7 , 7.65 , 2.87 , 6.37 , 0 , 
2.8 , 4.42 , 7.18 , 2.13 , 2.22 , 2.87 , 2.17 , 0.45 , 3.32 , 3.2 , 4.88 , 6.65 , 5.13 , 5.92 , 7.12 , 0.85 , 2.48 , 2.35 , 5.65 , 5.52 , 5.48 , 4.88 , 5.93 , 4.33 , 3.82 , 3.65 , 4.33 , 2.73 , 0.45 , 4.2 , 0.83 , 0.07 , 0.77 , 0.53 , 0.65 , 5.15 , 5.95 , 2.92 , 2.65 , 0.7 , 0 , 6.72 , 2.03 , 2.12 , 2.97 , 5.63 , 6.42 , 7.05 , 3.42 , 5.77 , 0 , 
9.37 , 6.47 , 8.1 , 7.23 , 8.83 , 9.48 , 8.27 , 7.33 , 5.47 , 4.4 , 5.95 , 7.57 , 7.2 , 6.03 , 7.22 , 5 , 9.12 , 7.3 , 6.57 , 5.97 , 6.42 , 5.95 , 5.22 , 5.53 , 5 , 5.72 , 5.55 , 3.98 , 7.33 , 2.58 , 6.03 , 6.93 , 8.4 , 7.33 , 8.17 , 6.85 , 6.87 , 4.97 , 6.38 , 7.32 , 6.7 , 0 , 7.88 , 5.4 , 4.15 , 2.85 , 4 , 7.18 , 10 , 2.27 , 0 , 
3.07 , 3.95 , 7.07 , 3.92 , 2.62 , 3.27 , 0.77 , 0.63 , 2.82 , 3.75 , 4.8 , 6.53 , 4.63 , 5.83 , 7 , 3.03 , 3.15 , 3.92 , 5.53 , 5.43 , 5.37 , 4.8 , 5.85 , 4.22 , 4.37 , 3.15 , 4.22 , 3.92 , 0.63 , 5.4 , 2 , 0.18 , 2.1 , 3.32 , 0.87 , 4.65 , 5.85 , 3.23 , 0.9 , 2.37 , 2.05 , 7.93 , 0 , 3.33 , 4.18 , 6.73 , 7.03 , 7 , 3.85 , 6.98 , 0 , 
4.75 , 3.57 , 5.83 , 3.63 , 4.23 , 4.88 , 3.65 , 2.73 , 2.47 , 0.85 , 3.55 , 5.3 , 4.3 , 4.58 , 5.77 , 0.5 , 4.5 , 3.85 , 4.32 , 4.18 , 4.13 , 3.55 , 4.6 , 2.98 , 2.47 , 2.8 , 2.98 , 0.43 , 2.73 , 2.9 , 0.43 , 2.33 , 3.78 , 3.03 , 3.55 , 4.3 , 4.62 , 2.07 , 2.17 , 2.72 , 2.08 , 5.4 , 3.28 , 0 , 0.65 , 4.32 , 5.1 , 5.73 , 5.4 , 4.45 , 0 , 
5.62 , 3.68 , 5.6 , 4.5 , 5.08 , 5.75 , 4.52 , 3.58 , 2.67 , 0.6 , 3.3 , 5.07 , 4.4 , 4.33 , 5.52 , 0.27 , 5.37 , 4.7 , 4.07 , 3.93 , 3.9 , 3.3 , 4.35 , 2.73 , 2.22 , 2.92 , 2.75 , 0.18 , 3.58 , 2.65 , 2.28 , 3.2 , 4.65 , 3.88 , 4.42 , 4.05 , 4.37 , 2.17 , 2.9 , 3.57 , 2.95 , 4.15 , 4.15 , 0.65 , 0 , 4.08 , 4.85 , 5.48 , 6.27 , 4.22 , 0 , 
